domain,ideology,type
suindependent.com,,local
weirtondailytimes.com,,local
superiortelegram.com,,local
crhoy.com,,
kfyrtv.com,-0.373,
knopnews2.com,0.6355,
kveo.com,,
wday.com,0.3727,
wdio.com,,
wfft.com,,
wmdt.com,0.211,
wsmh.com,,
10nbc.com,,
metro.co.uk,-0.1239,international
thestarphoenix.com,-0.0828,local
dziennikzwiazkowy.com,,local
globaltimes.cn,-0.0689,international
globalvoices.org,-0.6372,international
dziennik.com,,local
theherald.com.au,-0.1062,international
montereyherald.com,-0.138,local
yourdailyglobe.com,,local
wnypapers.com,,local
bhpioneer.com,,local
wcmessenger.com,,local
courierherald.com,,local
redbluffdailynews.com,,local
thechronicle.com,,local
communitynewspapers.com,0.2239,local
miami.com,-0.0826,local
likethedew.com,,local
desototimes.com,,local
belgrade-news.com,,local
vegasinc.com,0.1801,local
lakenormanpublications.com,,local
rrdailyherald.com,,local
dln.com,,local
portlandtribune.com,-0.1865,local
starlocalmedia.com,,local
dailytrib.com,,local
laprensasa.com,,local
parkrecord.com,0.0802,local
torringtontelegram.com,,local
nytco.com,-0.7784,national
alexcityoutlook.com,,
andalusiastarnews.com,,
thearabtribune.com,,
atmoreadvance.com,,
atmorenews.com,,
theplainsman.com,0.4512,
gulfcoastnewstoday.com,,
alabamamessenger.com,,
corridormessenger.com,,
pcherald.com,,
epostpaper.com,,
theclaytonrecordonline.com,,
cullmansense.com,,
southeastsun.com,,
decaturdaily.com,,
elba-clipper.com,,
courierjournal.net,,
lowndessignal.com,,
oppnewsonline.com,,
greenvilleadvocate.com,,
clarkecountydemocrat.com,,
advertisergleam.com,,
mynwapaper.com,,
speakinoutweeklynews.com,,
valleyplanet.com,,
southalabamian.com,,
thelafayettesun.com,,
valleytimes-news.com,,
recordjournal.ne,,
madisoncountyrecord.com,,
monroejournal.com,,
moultonadvertiser.com,,
blountcountian.com,,
therandolphleader.com,,
franklincountytimes.com,,
thedailysentinel.com,,
theclarion.org,,
lamarleader.com,,
tallasseetribune.com,,
thethomasvilletimes.com,,
troymessenger.com,,
thetrussvillenews.com,,
thetuskegeenews.com,,
thewetumpkaherald.com,,
alaskajournal.com,,
alaskastar.com,,
thedutchharborfisherman.com,,
petroleumnews.com,,
turnagaintimes.com,,
deltadiscovery.com,,
thetundradrums.com,,
thecordovatimes.com,,
deltanewsweb.com,,
deltawindonline.com,,
thebristolbaytimes.com,,
chilkatvalleynews.com,,
homernews.com,,
homertribune.com,,
capitalcityweekly.com,,
peninsulaclarion.com,,
ketchikandailynews.com,,
thelocalpaper.com,,
sitnews.us,,
kodiakdailymirror.com,,
nomenugget.net,,
petersburgpilot.com,,
seldovia.com,,
thesewardphoenixlog.com,,
sitkasentinel.com,,
skagwaynews.com,,
valdezstar.net,,
wrangellsentinel.com,,
cunews.info,,
trivalleycentral.com,0.4829,
bensonnews-sun.com,,
thebisbeeobserver.com,,
bullheadcity-bee.com,,
mohavedailynews.com,,
journalaz.com,,
thefoothillsfocus.com,,
sonorannews.com,,
santansun.com,,
timespublications.com,,
cvrnews.com,,
tucsonlocalmedia.com,,
insidetucsonbusiness.com,0.2377,
soaznewsx.com,,
tucsoncitizen.com,,
douglasdispatch.com,,
coppercountrynews.com,,
nhonews.com,,
thenoise.us,,
fhtimes.com,,
gilbertsunnews.com,,
glendalestar.com,,
yourwestvalley.com,0.6393,
westvalleyview.com,,
azjournal.com,,
copperarea.com,,
copamonitor.com,,
lakepowellchronicle.com,,
parkerpioneer.net,,
grandcanyontourguide.com,,
paysonroundup.com,,
peoriatimes.com,,
ahwatukee.com,0.2917,
arcadianews.com,,
citysuntimes.com,,
culturadoor.com,,
frontdoorsnews.com,,
jewishaz.com,,
lavozarizona.com,,
recordreporter.com,,
prensahispanaaz.com,,
pvtrib.com,,
lonesomevalleynewspaper.com,,
pvvt.com,,
redrocknews.com,,
sedona.biz,,
svherald.com,,
wranglernews.com,,
thetombstonenews.com,,
wickenburgsun.com,,
williamsnews.com,,
bajoelsol.com,,
thesouthernstandard.com,,
siftingsherald.com,,
atkinschronicle.com,,
arkansasweekly.com,,
guardonline.com,,
eltiempohispano.com,,
beebenews.com,,
blythevillecourier.com,,
bryantdaily.com,,
lonokenews.net,,
whiterivercurrent.com,,
camdenarknews.com,,
charlestonexpress.com,,
areawidenews.com,,
thegraphic.org,,
vanburencountydem.com,,
ashleynewsobserver.com,,
dequeenbee.com,,
dewitt-ee.com,,
eldoradonews.com,,
eurekaspringsindependent.com,,
lovelycitizen.com,,
fairfieldbaynews.com,,
freeweekly.com,,
flippinonline.com,,
thnews.com,,
eagleobserver.com,,
greenwooddemocrat.com,,
thegurdontimes.com,,
picayune-times.com,,
ashleycountyledger.com,,
clevelandcountyherald.com,,
harrisondaily.com,,
herald-publishing.com,,
thesuntimes.com,,
helena-arkansas.com,,
amigonews.com,,
hopestar.com,,
pacesettingtimesonline.com,,
hsvvoice.com,,
mcrecordonline.com,,
pulaskinews.net,,
arkansasleader.com,,
newtoncountytimes.com,,
arkansasbusiness.com,0.1937,
dailyrecord.us,,
ellatinoarkansas.com,,
hola-arkansas.com,,
magnoliabannernews.com,,
magnoliareporter.com,,
malvern-online.com,,
thetown-crier.com,,
wcmla.net,,
themcgeheetimes.com,,
menastar.com,,
mymonticellonews.net,,
headlightnews.com,,
stonecountyleader.com,,
swarkansasnews.com,,
newportindependent.com,,
osceolatimes.com,,
ozarkspectator.net,,
paragoulddailypress.com,,
paris-express.com,,
cctimesdemocrat.com,,
pbcommercial.com,,
starheraldnews.com,,
couriernews.com,,
thedailycitizen.com,,
thesheridanheadlight.com,,
laprensanwa.com,,
lafayettecountypress.com,,
stuttgartdailyleader.com,,
texarkanagazette.com,,
democrattribune.com,,
pressargus.com,,
waldronnews.com,,
thetd.com,,
theeveningtimes.com,,
whitehalljournal.com,,
theacornonline.com,,
alamedasun.com,,
visionhispanausa.com,,
boyleheightsbeat.com,,
thealpinesun.com,,
modocrecord.com,,
mendonoma.com,,
northcountymessenger.com,,
lucernevalleyleader.com,,
valleywidenewspaper.com,,
atascaderonews.com,,
auburnjournal.com,,
placersentinel.com,,
thecatalinaislander.com,,
elpopularnews.com,,
recordgazette.net,,
desertdispatch.com,,
thevsn.net,,
beniciaheraldonline.com,,
berkeleydailyplanet.com,,
bhweekly.com,,
beverlyhillsview.org,,
bigbeargrizzly.net,,
inyoregister.com,,
northstate.news,,
campbellexpress.com,,
carmichaeltimes.com,,
coastalview.com,,
loscerritosnews.net,,
championnewspapers.com,,
thechowchillanews.com,,
thestarnews.com,,
americanrivermessenger.com,,
citrusheightsmessenger.com,,
record-bee.com,,
sonomawest.com,,
colfaxrecord.com,,
thebulletinweekly.com,,
coronadonewsca.com,,
triplicate.com,,
culvercityobserver.com,,
danapointtimes.com,,
valleysentinel.com,,
delmartimes.net,,
independentvoice.com,,
thedowneypatriot.net,,
sierracountyprospect.org,,
pacificcitizen.org,,
thegrawn.com,,
westsidetoday.com,,
oakdaleleader.com,,
pasadenaindependent.com,,
pasadenajournal.com,,
recorderonline.com,,
plumasnews.com,,
uniondemocrat.com,,
eastcountygazette.com,,
ivpressonline.com,,
folsomtelegraph.com,,
midvalleynews.com,,
pasoroblespress.com,,
egcitizen.com,,
thecoastnews.com,,
escalontimes.com,,
militarypress.com,,
times-advocate.com,,
fsgnews.com,,
mountainecho.com,,
thevillagenews.com,,
ferndaleenterprise.us,,
fillmoregazette.com,,
sespesun.com,,
advocate-news.com,,
humboldtbeacon.com,,
mountainenterprise.com,,
vidaenelvalle.com,,
fullertonobserver.com,,
galtheraldonline.com,,
gardenavalleynews.org,,
thefoothillspaper.com,,
goldrivermessenger.com,,
gonzalestribune.com,,
greenfieldnews.com,,
gridleyherald.com,,
tbrnews.com,,
easyreadernews.com,,
hesperiastar.com,,
sanbenitocountytoday.com,,
holtvilletribune.com,,
hbnews.us,,
idyllwildtowncrier.com,,
imperialbeachnewsca.com,,
ledger-dispatch.com,,
juliannews.com,,
kingcityrustler.com,,
outlooknewspapers.com,,
eastcountymagazine.org,,
laderatimes.com,,
kernrivercourier.com,,
blackvoicenews.com,,
dailyjournal.com,,
lakeconews.com,,
lincolnnewsmessenger.com,,
lindenherald.com,,
lompocrecord.com,,
impactousa.com,,
lbbusinessjournal.com,,
randomlengthsnews.com,,
theloomisnews.com,,
losaltosonline.com,,
asianjournal.com,,
balita.com,,
diaadianews.com,,
egpnews.com,,
hoylosangeles.com,,
jewishobserver-la.com,,
koreatimes.com,,
laprensadelosangeles.com,,
lawattstimes.com,,
larchmontchronicle.com,,
labusinessjournal.com,,
wavenewspapers.com,,
palipost.com,,
beverlypress.com,,
losbanosenterprise.com,,
sierrabooster.com,,
malibusurfsidenews.com,,
mammothtimes.com,,
mantecabulletin.com,,
mariposagazette.com,,
ourcommunityfocus.com,,
martinezgazette.com,,
mckinleyvillepress.com,,
mendocinobeacon.com,,
almanacnews.com,,
marinscope.com,,
montecitojournal.net,,
lamorindaweekly.com,,
morganhilltimes.com,,
tolosapressnews.com,,
mtshastanews.com,,
mv-voice.com,,
westsideconnect.com,,
ocbj.com,,
marinij.com,-0.1937,
sierrastar.com,,
postnewsgroup.com,,
ojaivalleynews.com,,
orangevalesun.com,,
tricountysentry.com,,
vcreporter.com,,
pineconearchive.com,,
pacificatribune.com,,
desertstarweekly.com,,
avpress.com,,
paramountjournal.org,,
theperrisprogress.com,,
petaluma360.com,,
mtprogress.net,,
ptreyeslight.com,,
pomeradonews.com,,
ramonajournal.com,,
ramonasentinel.com,,
ranchocordovaindependent.com,,
busjournal.com,,
pvnews.com,,
reedleyexponent.com,,
theriverbanknews.com,,
placerherald.com,,
thecommunityvoice.com,,
pacific-times.com,,
thepresstribune.com,,
rosevilletoday.com,,
cronicasnewspaper.com,,
agalert.com,,
capitolweekly.net,,
sacgazette.com,,
sacobserver.com,,
seniorspectrumnewspaper.com,,
westsac.com,,
thecalifornian.com,,
elsoldesalinas.com,,
calaverasenterprise.com,,
precinctreporter.com,,
asianjournalusa.com,,
sdnews.com,,
sdbj.com,,
clairemonttimes.com,,
sdcnn.com,,
sandiegodowntownnews.com,,
ellatinoonline.com,,
hispanosnews.com,,
lajollalight.com,,
lamesacourier.com,,
laprensa-sandiego.org,,
miramesanews.com,,
missiontimescourier.com,,
missionvalleynews.com,,
sdtranscript.com,,
sandiego.informermg.com,,
uptownexaminer.com,,
ebar.com,,
el-observador.com,,
elreporterosf.com,,
eltecolote.org,,
irish-herald.com,,
nichibei.org,,
philippinenews.com,,
alianzanews.com,,
almadentimes.com,,
evergreentimes.com,,
laoferta.com,,
metroactive.com,,
nikkeiwest.com,,
willowglentimes.com,,
thecapistranodispatch.com,,
sanmarinotribune.com,,
pacificsun.com,,
thesangerherald.com,,
unidossc.com,,
miniondas.com,,
pacbiztimes.com,,
newspress.com,,
gtweekly.com,,
british-weekly.com,,
thesantamonicastar.com,,
santapaulatimes.com,,
bohemian.com,,
sunnews.org,,
shingletownridgeridernews.com,,
simivalleyacorn.com,,
soledadbee.com,,
sonomanews.com,,
sonomasun.com,,
taftindependent.com,,
caravannews.com,,
lassennews.com,,
tehachapinews.com,,
valleybusinessjournal.com,,
thearknewspaper.com,,
topangamessenger.com,,
sfvbj.com,,
sierrasun.com,,
tularevoice.com,,
thereporter.com,,
valleycenter.com,,
ourvalleyvoice.com,,
rossmoornews.com,,
register-pajaronian.com,,
trinityjournal.com,,
westsacramentosun.com,,
westminsterheraldnews.com,,
williamspioneerreview.com,,
willitsnews.com,,
wintersexpress.com,,
siskiyoudaily.com,,
newsmirror.net,,
akronnewsreporter.com,,
conejoscountycitizen.com,,
theflume.com,,
arvadapress.com,,
hightimbertimes.com,,
aurorasentinel.com,0.0746,
berthoudrecorder.com,,
blackforestnews-co.com,,
bizwest.com,0.0719,
boulderweekly.com,-0.6211,
coloradodaily.com,-0.4813,
centerpostdispatch.com,,
thebrightonblade.com,,
brushnewstribune.com,,
burlington-record.com,,
soprissun.com,,
douglascountynewspress.net,,
castlerocknewspress.net,,
mineralcountyminer.com,,
csbj.com,0.3727,
southsidebusiness.com,,
columbinecourier.com,,
gatewaynews.org,,
commercecitysentinel.com,,
the-journal.com,,
craigdailypress.com,,
crestedbuttenews.com,,
delnorteprospector.com,,
westernslopewatchdog.com,,
kzhb.us,,
coloradostatesman.com,0.1389,
denverurbanspectrum.com,,
denvervoice.org,,
elhispanonewspaper.com,,
laprensadecolorado.com,,
lavozcolorado.com,,
southplatteindependent.net,,
washparkprofile.com,,
utecountrynews.com,,
dovecreekpress.com,,
durangotelegraph.com,,
kiowacountypress.net,,
nwherald.qwestoffice.net,,
elbertcountynews.net,,
englewoodherald.net,,
coloradohometownweekly.com,,
eptrail.com,,
canyoncourier.com,,
theseniorvoice.net,,
ftluptonpress.com,,
fowlertribune.com,,
postindependent.com,0.0944,
goldentranscript.net,,
skyhidailynews.com,,
thebusinesstimes.com,,
thefencepost.com,,
villagerpublishing.com,,
gunnisontimes.com,,
hfherald.com,,
highlandsranchherald.net,,
holyokeenterprise.com,,
clearcreekcourant.com,,
myjohnstownbreeze.com,,
julesburgadvocate.com,,
lostcreekguide.com,,
agjournalonline.com,,
signaturenewspaper.com,,
lakewoodsentinel.com,,
theprowersjournal.com,,
easterncoloradoplainsman.com,,
centennialcitizen.net,,
littletonindependent.net,,
lonetreevoice.net,,
lyonsrecorder.com,,
montevistajournal.com,,
pikespeaknewspapers.com,,
themtnear.com,,
lhvc.com,,
telluridenews.com,,
sunshineexpressmedia.com,,
ouraynews.com,,
pagosadailypost.com,,
pagosasun.com,,
parkerchronicle.net,,
smalltownpapers.com,,
themountainmail.com,,
silvertonstandard.com,,
ranchland-news.com,,
southforktines.com,,
steamboattoday.com,0.1353,
southplattesentinel.com,,
journal-advocate.com,,
northglenn-thorntonsentinel.com,,
thechronicle-news.com,,
huerfanojournal.com,,
wetmountaintribune.com,,
westminsterwindow.com,,
wheatridgetranscript.com,,
mywindsornow.com,,
mountainjackpot.com,,
berlincitizen.com,,
yflyer.com,,
thebridgeportnews.com,,
bristolobserver.com,,
centralctcommunications.com,-0.0112,
cheshireherald.com,,
tribunact.com,,
darientimes.com,,
commercialrecord.com,,
ehgazette.com,,
identidadlatina.com,,
eastoncourier.com,,
fairfieldcitizenonline.com,-0.0665,
minutemannewscenter.com,,
fairfield-sun.com,,
glcitizen.com,,
greenwich-post.com,,
shorelinetimes.com,,
thehamdenjournal.com,,
villagernewspapers.com,,
towntimes.com,,
monroecourier.com,,
newcanaannewsonline.com,,
conntact.com,,
lavozhispanact.com,,
countytimes.com,,
newmilfordspectrum.com,,
newtownbee.com,-0.3149,
plainvillecitizen.com,,
thereddingpilot.com,,
thevalleygazette.com,,
sheltonherald.com,,
foothillstrader.com,,
southingtoncitizen.com,,
southingtonobserver.com,,
elsolnews.com,,
stratfordstar.com,,
waterburyobserver.org,,
primepublishers.com,,
westhartfordnews.com,,
whvoice.com,,
thewestonforum.com,,
westportnow.com,,
hockessincommunitynews.com,,
laurelstar.com,,
milfordbeacon.com,,
milfordchronicle.net,,
sussexcountypost.com,,
coastalpoint.com,,
seafordstar.com,,
scsuntimes.com,,
alachuatoday.com,,
amisun.com,,
apalachtimes.com,,
theapopkachief.com,,
tidbitsflorida.com,,
polkcountydemocrat.com,,
tbnweekly.com,,
smcitizen.com,,
thevosm.net,,
thecountyrecord.ne,,
delraynewspaper.com,,
happyherald.com,,
bocaratontribune.com,,
bocabeacon.com,,
pineisland-eagle.com,,
ospreyobserver.com,,
cljnews.com,,
levyjournalonline.com,,
sumtercountytimes.com,,
nassaucountyrecord.com,,
cape-coral-daily-breeze.com,,
captivacurrent.com,,
cedarkeybeacon.com,,
chieflandcitizen.com,,
chipleybugle.com,,
clearwatergazette.com,,
jewishpresspinellas.com,,
clermontnewsleader.com,,
southlakepress.com,,
swflorida.blogspot.com,,
thewakullanews.com,,
crestviewbulletin.com,,
elcolombiano.net,,
beacononlinenews.com,,
srpressgazette.com,,
palatkadailynews.com,,
willistonpioneer.com,,
fbnewsleader.com,,
waterfronttimes.com,,
fortmeadeleader.com,,
fortmyersbeachtalk.com,,
fortmyersbeach.news,,
columbiacountyobserver.com,,
gulfbreezenews.com,,
lesoleildelafloride.com,,
islander.org,,
thefloridastar.com,,
folioweekly.com,0.0367,
beachesleader.com,,
sunstatepost.com,,
lehighacresgazette.us,,
bakercountypress.com,,
hometownjournal.org,,
greenepublishing.com,,
marcoislandflorida.com,,
margatenews.net,,
jcfloridan.com,,
jacksoncountytimes.net,,
pineislandnews.com,,
starfl.com,,
miamitodaynews.com,0.2359,
waltonsun.com,,
navarrepress.com,,
orlando-times.com,,
charlotte-sun.com,,
gadcotimes.com,,
island-reporter.com,,
sanibel-captiva-islander.com,,
newssun.com,,
venicegondolier.com,,
bctelegraph.com,,
starkejournal.com,,
thetallahasseenews.com,,
daytonatimes.com,,
flcourier.com,,
jewishpressoftampa.our-hometown.com,,
villages-news.com,,
palmswestmonthly.com,,
gotowncrier.com,,
diariopalmbeach.com,,
newschief.com,,
zephyrhillsnewsonline.com,,
heraldpublishingcompany.com,,
albanyherald.com,-0.2253,
thealmatimes.com,,
americusumterobserver.com,,
americustimesrecorder.com,,
thewiregrassfarmer.com,,
flagpole.com,,
clatl.com,,
elnuevogeorgia.com,,
dailyreportonline.com,,
seniornewsga.com,,
metrospirit.com,,
barnesville.com,,
baxleynewsbanner.com,,
nganews.com,,
earlycountynews.com,,
fanninfocusnewspaper.com,,
fanninsentinel.com,,
thenewsobserver.com,,
braseltonnewstoday.com,,
times-georgian.com,,
thegeorgiastar.com,,
cairomessenger.com,,
starnewsga.com,,
claxtonenterprise.com,,
theclaytontribune.com,,
whitecountynews.net,,
millercountyliberal.com,,
commercenewstoday.com,,
rockdalecitizen.com,,
cordeledispatch.com,,
thenortheastgeorgian.com,,
covnews.com,,
newtoncitizen.com,,
forsythnews.com,,
thedahloneganugget.com,,
daltondailycitizen.com,,
dawsonnews.com,,
crossroadsnews.com,,
thechampionnewspaper.com,,
donalsonvillenews.com,,
douglasenterprise.net,,
douglascountysentinel.com,,
courier-herald.com,,
thecrier.net,,
timescourier.com,,
msgr.com,,
elberton.com,,
herald-leader.net,,
charltoncountyherald.com,,
mymcr.net,,
glennvillesentinel.net,,
jcnews.com,,
thehartwellsun.com,,
jdledger.com,,
townscountyherald.net,,
banksnewstoday.com,,
theclinchcountynews.com,,
pickensprogressonline.com,,
jacksonheraldtoday.com,,
mainstreetnews.com,,
thepress-sentinel.com,,
brightsidenews.com,,
lagrangenews.com,,
franklincountycitizen.com,,
gwinnettcitizen.com,,
leecountyledger.com,,
lincolnjournalonline.com,,
thenewsandfarmer.com,,
gainformer.com,,
cobbonline.com,,
metteradvertiser.com,,
lakeoconeebreeze.net,,
themillennews.com,,
themonticellonews.com,,
hhjonline.com,,
powderspringsmessenger.net,,
tattnalljournal.com,,
swjpc.com,,
bryancountynews.net,,
effinghamherald.net,,
connectsavannah.com,,
lavozlatinaonline.net,,
savannahbusinessjournal.com,,
savannahherald.net,,
savannahtribune.com,,
ourtown.com,,
theislanderonline.com,,
connectstatesboro.com,,
statesboroherald.com,,
thesummervillenews.com,,
sylvaniatelephone.com,,
thomastontimes.com,,
timesenterprise.com,,
mcduffieprogress.com,,
tiftongazette.com,,
thetoccoarecord.com,,
theadvancenews.com,,
news-reporter.com,,
wjhnews.com,,
thetruecitizen.com,,
barrowcountynews.com,,
barrowjournal.com,,
thehawaiiherald.com,,
hawaiireporter.com,,
hawaiistar.com,,
northshorenews.com,,
filamvoicemaui.com,,
thevoiceofkapolei.com,,
molokaiadvertiser-news.com,,
lahainanews.com,,
northhawaiinews.com,,
press-times.com,,
am-news.com,,
idahoseniornews.com,,
idahoworld.com,,
bonnersferryherald.com,,
minicassia.com,,
challismessenger.com,,
cottonwoodchronicle.com,,
theadamscountyrecord.com,,
theindnews.com,,
messenger-index.com,,
shobannews.com,,
owyheepublishing.com,,
clearwaterprogress.com,,
mtexpress.com,,
kunamelbanews.com,,
mccallstarnews.com,,
valleytimesidaho.com,,
news-examiner.net,,
mountainhomenews.com,,
clearwatertribune.com,,
windowontheclearwater.com,,
gazetterecord.com,,
argusobserver.com,,
prestoncitizen.com,,
priestrivertimes.com,,
rexburgstandardjournal.com,,
jeffersonstarnews.com,,
bonnercountydailybee.com,,
theshelleypioneer.com,,
shoshonenewspress.com,,
theprairiestar.com,,
signalamerican.org,,
navigatorjournal.com,,
aledotimesrecord.com,,
altnewsban.com,,
amboynews.com,,
annanews.com,,
arcolarecordherald.com,,
ashtongazette.com,,
kkspc.com,,
thevoice.us,,
examinerpublications.com,,
beardstownnewspapers.com,,
bentoneveningnews.com,,
thecairocitizen.com,,
cambridgechron.com,,
cantondailyledger.com,,
enquirerdemocrat.com,,
greeneprairiepress.com,,
journalpilot.com,,
strohmnews.com,,
leaderlandnews.com,,
thereporteronline.net,,
randolphcountyheraldtribune.com,,
austinweeklynews.com,,
brightonparklife.com,,
bulgariasega.com,,
thechicagocitizen.com,,
chicagolawbulletin.com,,
draugas.org,,
eldianewschicago.com,,
extranews.net,,
franoi.com,,
gazettechicago.com,,
indiabulletinusa.com,,
irishamericannews.com,,
nuevosiglo.com,,
redeyechicago.com,-0.4655,
reflejos.com,,
vivelohoy.com,,
windycitytimes.com,,
chillicothetimesbulletin.com,,
cliftonadvocate.com,,
clintondailyjournal.com,,
commercial-news.com,,
decaturtribune.com,,
vfpnews.com,,
duquoin.com,,
galenagazette.com,,
lincolndailynews.com,,
eastpeoriatimescourier.com,,
courierpapers.com,,
evanstonroundtable.com,,
frankfortstation.com,,
freeburgtribune.com,,
galvanews.com,,
geneseorepublic.com,,
the-independent-news.com,,
thegilmanstar.com,,
glenviewlantern.com,,
gorevillegazette.com,,
putnamcountyrecord.com,,
lakecountysuburbanlife.com,,
calhounnewsherald.com,,
democratnewspapers.com,,
herscherpilot.com,,
hplandmark.com,,
thejournal-news.net,,
thehinsdalean.com,,
homerhorizon.com,,
newsbug.info,,
jerseycountyjournal.com,,
starcourier.com,,
quillnewspaper.com,,
lawdailyrecord.com,,
lockportlegend.com,,
lombardian.info,,
mcitizen.com,,
mahometdaily.com,,
russell-publications.com,,
dailyrepublicannews.com,,
heraldpubs.com,,
mcleansborotimesleader.com,,
mendotareporter.com,,
metropolisplanet.com,,
mokenamessenger.com,,
momenceprogressreporter.com,,
morrisherald-news.com,,
mortontimesnews.com,,
mtcarmelregister.com,,
mycarrollcountynews.com,,
browncountydm.com,,
prairieadvocate.com,,
register-news.com,,
zion-bentonnews.com,,
newlenoxpatriot.com,,
tni-news.com,,
pressmentor.com,,
buglenewspapers.com,,
normalite.com,,
pekintimes.com,,
northbrooktower.com,,
oakpark.com,,
okawvilletimes.com,,
oglecountylife.com,,
oglecountynews.com,,
oriongazette.com,,
opprairie.com,,
fvshopper.com,,
mywebtimes.com,,
theregionalnews.com,,
pananewsonline.net,,
parisbeacon.com,,
paxtonrecord.net,,
tonicanews.com,,
pikepress.com,,
pontiacdailyleader.com,,
rantoulpress.com,,
robdailynews.com,,
rochellenews-leader.com,,
shelbyvilledailyunion.com,,
thesidellreporter.com,,
illinoistimes.com,,
stauntonstartimes.com,,
newsprogress.com,,
desplainesvalleynews.com,,
sumnerpress.com,,
breezecourier.com,,
tinleyjunction.com,,
countyenews.com,,
trentonsun.net,,
leaderunion.com,,
theviennatimes.com,,
washingtontimesreporter.com,,
republictimes.net,,
wilmettebeacon.com,,
winnetkacurrent.com,,
thewoodstockindependent.com,,
kpcnews.com,,
elwoodpublishing.com,,
batesvilleheraldtribune.com,,
tmnews.com,,
bernewitness.com,,
ferdinandnews.com,,
heraldtimesonline.com,,
news-banner.com,,
bulletintimesnews.com,,
thepilotnews.com,,
whitewaterpub.com,,
thebanner.com,,
currentincarmel.com,,
gbpnews.com,,
chestertontribune.com,,
busconews.com,,
thehoosiertopics.com,,
thepostandmail.com,,
corydondemocrat.com,,
journalreview.com,,
thepaper24-7.com,,
decaturdailydemocrat.com,,
news4u.me,,
currentinfishers.com,,
fwbusiness.com,,
fortwaynereader.com,,
frostillustrated.com,,
news-sentinel.com,,
thewaynedalenews.com,,
chronicle-tribune.com,,
springsvalleyherald.com,,
webelpuente.com,,
bannergraphic.com,,
greenfieldreporter.com,-0.0896,
hsjonline.org,,
huntingtoncountytab.com,,
yamei-today.com,,
indianapolisrecorder.com,,
ss-times.com,,
southsidervoice.com,,
thegayword.com,,
jasonvilleindependent.com,,
duboiscountyherald.com,,
thebanneronline.com,,
kokomoherald.com,,
kokomotribune.com,,
lagrangepublishing.com,,
thedcregister.com,,
reporter.net,,
gcdailyworld.com,,
pharostribune.com,,
loogooteetribune.com,,
madisoncourier.com,,
reporter-times.com,,
the-papers.com,,
muncievoice.com,,
bcdemocrat.com,,
poseycountynews.com,,
farmers-exchange.net,,
warricknews.com,,
currentnoblesville.com,,
thetimes24-7.com,,
plaindealer-sun.com,,
paolinewsrepublican.com,,
pendletontimespost.com,,
thecr.com,,
theohiocountynews.com,,
rochsent.com,,
spencercountyjournal.com,,
parkecountysentinel.com,,
rushvillerepublican.com,,
tribtown.com,,
theshoalsnews.com,,
spencereveningworld.com,,
sullivan-times.com,,
perrycountynews.com,,
ripleynews.com,,
suncommercial.com,,
thepaperofwabash.com,,
currentinwestfield.com,,
winchesternewsgazette.com,,
winfieldamerican.com,,
currentzionsville.com,,
timessentinel.com,,
timescitizen.com,,
adelnews.com,,
albianews.com,,
algona.com,,
butlercountytribune.com,,
journal-eureka.com,,
swiowanewssource.com,,
bedfordtimes-press.com,,
belmondnews.com,,
bdemo.com,,
newsrepublican.com,,
theleaderonline.net,,
thebuffalocentertribune.com,,
calmarcourier.com,,
carrollspaper.com,,
cpioneer.com,,
dailyiowegian.com,,
charitonleader.com,,
chronicletimes.com,,
clarindaherald.com,,
clarionnewsonline.com,,
clreporter.com,,
thecolumbusgazette.com,,
acfreepress.com,,
corydontimes.com,,
crescotimes.com,,
crestonnews.com,,
danbury-ia.com,,
rcreader.com,,
decorahnewspapers.com,,
dbrnews.com,,
denveriaforum.com,,
thonline.com,0.2875,
dysartreporter.com,,
theeaglegroveeagle.com,,
northscottpress.com,,
thefayettecountyunion.com,,
claytoncountyregister.com,,
emmetsburgnews.com,,
esthervilledailynews.com,,
dailydem.com,,
northernsunprint.com,,
opinion-tribune.com,,
adaircountyfreepress.com,,
thegrundyregister.com,,
guttenbergpress.com,,
hamburgreporter.com,,
hamptonchronicle.com,,
harlanonline.com,,
ncppub.com,,
humboldtnews.com,,
idacountycourier.com,,
communitynewspapergroup.com,,
jesupcitizenherald.com,,
kalonanews.com,,
dailygate.com,,
keotaeagle.com,,
journalexpress.net,,
theprogressreview.com,,
thegraphic-advocate.com,,
lmgraphic.com,,
loganwoodbine.com,,
journalherald.com,,
mariontoday.org,,
northiowatimes.com,,
monroelegacy.com,,
mtayrnews.com,,
mvlsun.com,,
movillerecord.com,,
nhtrib.com,,
nevadaiowajournal.com,,
thenewsharonsun.com,,
newtondailynews.com,,
northlibertyleader.com,,
ogdenreporter.com,,
siouxcountynews.com,,
osceolaiowa.com,,
oskaloosa.com,,
pellachronicle.com,,
theperrychief.com,,
redoakexpress.com,,
reinbeckcourier.com,,
lyoncountyreporter.com,,
thesheffieldpress.com,,
nwestiowa.com,,
valleynewstoday.com,,
sigourneynewsreview.com,,
tricountytimes.com,,
soloneconomist.com,,
dickinsoncountynews.com,,
midiaenterprise.com,,
tamatoledonews.com,,
tiptonconservative.com,,
traerstarclipper.com,,
waukonstandard.com,,
westbranchtimes.com,,
westlibertyindex.com,,
abilene-rc.com,,
signal-enterprise.com,,
anthonyrepublicannews.com,,
ctnewsonline.com,,
kckansan.com,,
atchisonglobenow.com,,
